customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
0428-IKYCP,Male,0,Yes,No,0.3055555555555555,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6840796019900497,0.2130906871775977
3146-JTQHR,Male,0,Yes,No,0.1388888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.013432835820895522,0.021813973839351512
7813-TKCVO,Female,0,Yes,No,0.2777777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.020895522388059695,0.04526874539425203
1465-LNTLJ,Male,1,Yes,No,0.1111111111111111,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.4592039800995025,0.06697908990420046
3126-WQMGH,Female,0,Yes,No,0.6805555555555555,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.3373134328358208,0.2975025331613855
8777-MBMTS,Female,1,Yes,No,0.9027777777777777,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8716417910447761,0.7743989498894621
4706-DGAHW,Male,1,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.2681592039800995,0.005204495210022109
4192-GORJT,Male,0,Yes,No,0.06944444444444445,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7582089552238807,0.05735307663964629
2057-BOYKM,Female,1,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),0.7796019900497512,0.786143607221813
7566-DSRLQ,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.9144278606965174,0.9210114222549743
5447-WZAFP,Female,0,No,No,0.736111111111111,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,0.8164179104477611,0.5988393515106855
1228-ZLNBX,Male,0,No,No,0.29166666666666663,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.5676616915422885,0.18085620854826828
9844-FELAJ,Female,1,Yes,Yes,0.9722222222222222,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.8920398009950249,0.8607970246868093
5136-KCKGI,Female,0,Yes,Yes,0.4583333333333333,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,0.8502487562189055,0.3992032056005896
6825-UYPFK,Female,0,No,No,0.3194444444444444,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.5706467661691541,0.20249170965364777
1716-LSAMB,Male,0,Yes,Yes,0.625,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),0.3621890547263681,0.2940424649963154
8008-OTEZX,Female,0,Yes,Yes,0.4861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.013930348258706454,0.08161385408990421
4488-PSYCG,Male,0,No,No,0.2222222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.019900497512437804,0.03770380434782609
5855-EIBDE,Female,0,Yes,No,0.6805555555555555,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),0.8796019900497513,0.5957938006632278
4667-OHGKG,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.010447761194029848,0.0022222733971997057
0909-SELIE,Male,0,Yes,No,0.8472222222222222,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.6223880597014925,0.5596962509211497
8395-ETZKQ,Male,1,Yes,Yes,0.9444444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.01243781094527363,0.1374297623434046
2465-BLLEU,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.014925373134328346,0.0022740880619012533
5110-CHOPY,Female,0,No,No,0.8333333333333333,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,0.3517412935323383,0.37272591193809884
3088-FVYWK,Male,0,Yes,Yes,0.736111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.072636815920398,0.15384349668386146
2357-COQEK,Female,1,No,No,0.38888888888888884,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8462686567164178,0.3328401344878409
7538-GWHML,Female,0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5114427860696518,0.0167131079587325
9605-WGJVW,Female,1,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5169154228855721,0.008083087693441416
4547-LYTDD,Female,0,No,No,0.2222222222222222,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5412935323383085,0.13751612011790718
0464-WJTKO,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.01840796019900498,0.1682076731761238
0314-TKOSI,Female,0,No,No,0.08333333333333333,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,0.36716417910447763,0.03717990051584377
2081-VEYEH,Male,0,No,No,0.041666666666666664,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8925373134328359,0.03668478260869566
5131-PONJI,Male,0,Yes,Yes,0.6805555555555555,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.7179104477611941,0.5175306282240236
8280-MQRQN,Female,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.3203980099502488,0.0058089996315401635
2267-FPIMA,Male,0,Yes,No,0.6944444444444444,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.7577114427860697,0.5659197678703022
0282-NVSJS,Female,1,Yes,Yes,0.16666666666666666,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.1099502487562189,0.04097964259395726
5389-FFVKB,Male,1,Yes,No,0.4444444444444444,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.617412935323383,0.2859075626381725
9625-QNLUX,Male,0,Yes,Yes,0.9444444444444444,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.845771144278607,0.814572586588062
4013-GUXND,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.025373134328358193,0.0023949889462048643
2361-FJWNO,Male,0,No,No,0.5555555555555556,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),0.17661691542288555,0.15923222181282243
5404-GGUKR,Male,0,No,No,0.06944444444444445,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.3293532338308458,0.03020219233603538
9065-ZCPQX,Male,0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.6029850746268656,0.6635904108327193
5597-GLBUC,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.6686567164179105,0.009839029108327194
8819-ZBYNA,Female,0,Yes,No,0.8055555555555555,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9039800995024875,0.7361885132645543
1131-ALZWV,Female,0,No,No,0.3333333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.06318407960199005,0.06969072402358144
0013-EXCHZ,Female,1,Yes,No,0.041666666666666664,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.6532338308457711,0.030789425202652914
0962-CQPWQ,Female,0,Yes,Yes,0.861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.020398009950248763,0.14924350589535743
7030-FZTFM,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.9218905472636817,0.9122547439204128
3923-CSIHK,Female,1,Yes,No,0.6944444444444444,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5253731343283582,0.3966527726602801
9800-OUIGR,Male,0,Yes,Yes,0.9166666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.01741293532338306,0.15823047162859252
6080-TCMYC,Male,0,Yes,Yes,0.5555555555555556,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6263681592039801,0.37908760132645547
0635-WKOLD,Male,0,Yes,No,0.5555555555555556,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),0.5223880597014925,0.3364211035372145
5696-CEIQJ,Male,0,Yes,Yes,0.9305555555555555,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.8447761194029851,0.7939733787767135
4840-ORQXB,Female,1,No,No,0.7777777777777777,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0.8606965174129354,0.672594648120855
3774-VBNXY,Female,0,Yes,Yes,0.8888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.019402985074626844,0.14712486182756082
8875-AKBYH,Male,1,No,No,0.2777777777777778,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6577114427860695,0.20094878408253503
7375-WMVMT,Male,1,Yes,No,0.986111111111111,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.7686567164179104,0.7722860630066324
1163-ONYEY,Male,0,Yes,Yes,0.5694444444444444,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.5601990049751243,0.34814273212969793
1814-WFGVS,Male,0,Yes,Yes,1.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,0.3049751243781094,0.40611182756079595
1337-BOZWO,Male,0,Yes,Yes,0.25,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),0.28009950248756216,0.09354274134119382
9470-YFUYI,Male,1,Yes,No,0.986111111111111,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),0.5248756218905473,0.5771117354458365
6374-AFWOX,Male,0,Yes,No,0.6388888888888888,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,0.4716417910447761,0.35086012343404577
3190-ITQXP,Female,0,Yes,Yes,0.6388888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.019900497512437804,0.10251819270449522
6195-MELTI,Male,0,No,No,0.7916666666666666,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,0.3621890547263681,0.3609409543109801
2200-DSAAL,Female,0,No,No,0.9444444444444444,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.6208955223880598,0.6137389462048637
7537-RBWEA,Female,0,No,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.06865671641791044,0.002895864038319823
1087-GRUYI,Male,0,Yes,No,0.5277777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.021393034825870627,0.08560934045689021
9029-FEGVJ,Female,1,Yes,No,0.4444444444444444,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,0.6074626865671642,0.2959193072955048
9588-OZDMQ,Female,0,Yes,No,0.027777777777777776,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.26616915422885573,0.010334147015475314
9272-LSVYH,Male,0,No,No,0.1388888888888889,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.5164179104477612,0.08468819086219603
3910-MRQOY,Female,0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.011442786069651711,0.17230678887251294
4616-ULAOA,Female,0,Yes,Yes,0.9027777777777777,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9208955223880596,0.8343197310243184
5628-FCGYG,Male,0,No,No,0.29166666666666663,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6552238805970149,0.20005642041267505
1945-XISKS,Female,0,Yes,No,0.9305555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.013930348258706454,0.15373986735445838
4123-FCVCB,Female,0,No,No,0.16666666666666666,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,0.5731343283582089,0.09838453389830511
6402-ZFPPI,Female,1,No,No,0.3472222222222222,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.8412935323383085,0.30630526897568167
1200-TUZHR,Female,1,No,No,0.1111111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.6661691542288557,0.08011122881355934
7617-EYGLW,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.011940298507462671,0.002239544952100221
4293-ETKAP,Female,0,Yes,Yes,0.9027777777777777,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6084577114427862,0.5839973286661754
7580-UGXNC,Female,1,No,No,0.027777777777777776,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,0.3641791044776119,0.011997973470891675
7599-NTMDP,Female,0,Yes,Yes,0.861111111111111,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),0.3029850746268657,0.34641557663964634
0362-ZBZWJ,Male,0,No,No,0.5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6631840796019901,0.353168754605748
7190-XHTWJ,Female,0,No,No,0.5277777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.010447761194029848,0.08699106484893147
3950-VPYJB,Male,0,Yes,Yes,0.7916666666666666,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,0.4114427860696518,0.40408529845246877
8512-WIWYV,Male,0,No,No,0.4444444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.020895522388059695,0.08146416728076641
8782-LKFPK,Male,0,No,No,0.611111111111111,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,0.7179104477611941,0.46782885040530586
1251-KRREG,Male,0,No,No,0.027777777777777776,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.3597014925373134,0.01313789609432572
4361-BKAXE,Female,0,No,No,0.5694444444444444,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9577114427860697,0.5213073415622698
4373-MAVJG,Female,0,Yes,Yes,0.19444444444444442,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.7228855721393035,0.14496591746499635
5018-GWURO,Female,0,Yes,No,0.7777777777777777,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6701492537313432,0.5645265291083273
8972-HJWNV,Female,1,Yes,No,0.09722222222222221,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6597014925373134,0.07448070191599117
7706-DZNKK,Male,0,No,No,0.15277777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.021890547263681587,0.02732359985261607
5039-LZRQT,Female,0,No,No,0.18055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.019402985074626844,0.031463015843773035
5360-LJCNJ,Female,0,Yes,No,0.986111111111111,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.8646766169154229,0.8699106484893148
9092-GDZKO,Male,0,No,No,0.3055555555555555,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.06567164179104479,0.056811901252763454
0959-WHOKV,Male,0,No,No,0.5833333333333333,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,0.8034825870646766,0.4949394344141489
5312-TSZVC,Female,0,No,Yes,0.20833333333333331,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.013930348258706454,0.03115788504053059
1063-DHQJF,Male,0,Yes,Yes,0.9583333333333333,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,0.7353233830845771,0.7462348010316876
5934-TSSAU,Female,0,Yes,Yes,0.3194444444444444,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5676616915422885,0.19607820560058958
8496-EJAUI,Male,0,No,No,0.2638888888888889,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.553233830845771,0.16402219970523216
5135-RDDQL,Female,0,Yes,Yes,0.875,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),0.32238805970149254,0.37090664148857777
2256-YLYLP,Male,0,Yes,Yes,0.9444444444444444,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.5442786069651742,0.5703355287398675
0318-QUUOB,Male,0,Yes,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6199004975124378,0.00927482498157701
5087-SUURX,Female,0,Yes,No,0.25,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.20696517412935317,0.07712900700073694
0114-IGABW,Female,0,Yes,No,0.986111111111111,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.3980099502487562,0.47737426308032427
5003-OKNNK,Female,0,Yes,Yes,0.20833333333333331,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.020895522388059695,0.03868252579218866
5647-URDKA,Male,0,Yes,Yes,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.014427860696517386,0.014997466838614594
9961-JBNMK,Male,1,No,No,0.29166666666666663,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.781592039800995,0.23377625276344882
3462-BJQQA,Female,0,No,No,0.08333333333333333,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.7114427860696517,0.06363416543846721
9309-BZGNT,Male,1,Yes,No,0.9583333333333333,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),0.11492537313432838,0.24575119749447316
1209-VFFOC,Male,0,Yes,Yes,0.9444444444444444,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,0.37960199004975126,0.4546391396462786
7814-LEEVE,Female,0,Yes,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0.020398009950248763,0.002337417096536478
4636-TVXVG,Male,0,Yes,Yes,0.861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.01691542288557213,0.14333087693441415
4000-VGMQP,Male,0,Yes,Yes,0.5277777777777778,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.6039800995024875,0.3296045965364776
2952-QAYZF,Male,0,No,No,0.06944444444444445,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6671641791044776,0.048838200073691974
5567-WSELE,Male,1,Yes,No,0.041666666666666664,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7597014925373133,0.0321884211495947
9659-QEQSY,Female,0,No,No,0.625,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.9691542288557214,0.5901690309506264
5624-BQSSA,Female,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.026865671641791017,0.0024122605011053797
7020-OZKXZ,Female,1,No,No,0.125,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.5696517412935324,0.07339259395725867
0599-XNYDO,Female,0,Yes,No,0.2777777777777778,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5129353233830846,0.1773615972733972
6987-XQSJT,Female,1,No,No,0.75,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.6094527363184079,0.5032067520265292
5495-GPSRW,Male,0,No,No,0.2777777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.014427860696517386,0.0482912675018423
6583-SZVGP,Male,0,No,No,0.6666666666666666,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.8940298507462686,0.5834849392041268
8904-OPDCK,Male,1,Yes,No,0.75,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.06666666666666665,0.15714236366986
0248-IPDFW,Female,0,No,No,0.013888888888888888,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3169154228855721,0.005768699336772293
1478-VPOAD,Female,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.254228855721393,0.005043294030950627
7601-WFVZV,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.012935323383084563,0.002251059322033899
8859-YSTWS,Male,0,No,No,0.6666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.01691542288557213,0.11566184598378779
1622-HSHSF,Female,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.012935323383084563,0.002251059322033899
9938-ZREHM,Female,0,Yes,No,0.5138888888888888,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,0.535820895522388,0.3060980103168755
9441-QHEVC,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.008457711442786064,0.0021992446573323512
8874-EJNSR,Male,0,Yes,Yes,0.5416666666666666,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.06915422885572137,0.1137562177597642
3446-QDSZF,Female,0,No,No,0.05555555555555555,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),0.37064676616915426,0.026177920044215184
8277-RVRSV,Female,0,Yes,Yes,0.4583333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.05870646766169152,0.09214950257921888
6082-GLJIX,Male,0,No,No,0.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.009950248756218888,0.038152864775239506
0742-MOABM,Male,0,Yes,No,0.05555555555555555,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,0.31641791044776113,0.020651022476050114
6922-NCEDI,Male,0,No,Yes,0.7777777777777777,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.02935323383084576,0.14262274318349302
3884-HCSWG,Female,0,No,No,0.2361111111111111,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5149253731343283,0.1317819638909359
6893-ODYYE,Male,0,No,No,0.6944444444444444,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.7149253731343282,0.5238405029476788
0794-YVSGE,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.020398009950248763,0.16133359432571853
9494-MRNYX,Male,0,No,No,0.1388888888888889,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5651741293532337,0.09053749078850407
7267-FRMJW,Female,0,Yes,Yes,0.3472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.01840796019900498,0.05596559506263818
1987-AUELQ,Female,0,Yes,No,0.986111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.06766169154228854,0.21574474944731029
6286-ZHAOK,Female,0,Yes,Yes,0.2777777777777778,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0.072636815920398,0.058423913043478264
7508-MYBOG,Male,0,Yes,No,0.19444444444444442,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6751243781094527,0.142265797715549
6388-TABGU,Male,0,No,Yes,0.861111111111111,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),0.3771144278606965,0.40161546610169496
0420-BWTPW,Male,0,No,Yes,0.1111111111111111,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.07213930348258707,0.0247789240972734
