customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
7577-SWIFR,Male,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7064676616915423,0.010276575165806929,No
0303-WMMRN,Male,0,No,No,0.06944444444444445,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.009950248756218888,0.009908115327929257,No
6408-OTUBZ,Female,0,No,No,0.9166666666666666,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),0.8587064676616915,0.7805648949889463,No
5204-HMGYF,Female,0,Yes,Yes,0.6805555555555555,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0.6860696517412935,0.5002993736182757,No
1078-TDCRN,Female,1,Yes,No,0.041666666666666664,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.12437810945273631,0.009539655490051585,No
3727-OVPRY,Male,0,Yes,Yes,0.9166666666666666,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0.07412935323383085,0.19741962969786295,No
3797-FKOGQ,Male,0,No,Yes,0.15277777777777776,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.6761194029850747,0.10284635224760504,No
7622-NXQZR,Male,0,No,No,0.38888888888888884,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.11791044776119403,0.09336426860722183,No
6196-HBOBZ,Male,0,Yes,No,0.9027777777777777,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,0.8069651741293532,0.7308803887251291,No
3970-XGJDU,Female,0,No,No,0.861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.009452736318407956,0.12938121775976422,No
7017-VFULY,Female,0,Yes,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.01840796019900498,0.004968450626381725,No
5562-YJQGT,Female,0,No,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.020895522388059695,0.004041543846720708,No
8807-OPMBM,Female,0,Yes,Yes,0.7638888888888888,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.07363184079601987,0.15981945467943998,No
5439-WIKXB,Male,1,Yes,No,0.5694444444444444,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7592039800995024,0.44347020081061167,No
9874-QLCLH,Female,0,Yes,Yes,0.2361111111111111,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8552238805970148,0.20075303979366252,Yes
8294-UIMBA,Female,0,No,No,0.41666666666666663,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.7577114427860697,0.303760593220339,No
8109-YUOHE,Male,0,No,No,0.2361111111111111,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,0.37661691542288556,0.10903532608695654,No
5840-NVDCG,Female,0,Yes,Yes,0.2222222222222222,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.49751243781094523,0.1283679532056006,No
8092-NLTGF,Male,0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.06467661691542287,0.20467943994104645,No
5928-QLDHB,Male,0,No,No,0.125,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5771144278606964,0.07885616249078851,No
9840-EFJQB,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.5582089552238805,0.008560934045689021,No
0696-UKTOX,Male,0,No,Yes,0.3194444444444444,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,0.35721393034825866,0.1511203481945468,No
4801-KFYKL,Male,0,No,Yes,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.011940298507462671,0.01833087693441415,No
3472-OAOOR,Male,0,Yes,Yes,0.2638888888888889,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.16616915422885575,0.07026068533529847,No
6135-OZQVA,Female,0,No,No,0.09722222222222221,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3522388059701492,0.04655835482682388,No
8062-YBDOE,Male,1,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5114427860696518,0.008019758658806192,Yes
2252-JHJGE,Male,0,No,No,0.8472222222222222,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,0.8532338308457711,0.7327111735445837,No
4188-PCPIG,Female,0,Yes,No,0.7916666666666666,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.5184079601990049,0.47492745946941783,No
6000-APYLU,Male,0,No,No,0.125,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6223880597014925,0.08210897199705233,Yes
7105-BENQF,Male,0,No,Yes,0.20833333333333331,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,0.46368159203980097,0.10947287214443627,No
7721-DVEKZ,Female,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.013930348258706454,0.0022625736919675756,No
3566-VVORZ,Female,0,Yes,No,0.16666666666666666,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.2751243781094527,0.05825695467943995,No
9507-HSMMZ,Male,0,No,No,0.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.01741293532338306,0.1323749539425203,No
2480-SQIOB,Male,0,Yes,Yes,0.05555555555555555,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.2641791044776119,0.01953412859248342,No
0947-IDHRQ,Female,0,No,No,0.09722222222222221,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.617412935323383,0.06064618644067798,Yes
7813-TKCVO,Female,0,Yes,No,0.2777777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.020895522388059695,0.04526874539425203,No
0128-MKWSG,Female,0,No,Yes,0.3611111111111111,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,0.2741293532338308,0.13206982313927784,No
3672-YITQD,Male,1,Yes,No,0.5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6552238805970149,0.3479182019159912,Yes
4350-ZTLPI,Female,0,Yes,No,0.736111111111111,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.9024875621890548,0.6584147015475313,No
9048-JVYVF,Male,0,No,No,0.041666666666666664,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.508457711442786,0.02203274686809138,Yes
0361-HJRDX,Female,0,No,No,0.9444444444444444,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.45870646766169143,0.5227063375092116,No
5727-MYATE,Male,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.7218905472636815,0.7366433308769346,No
3823-KYNQY,Male,0,No,No,0.16666666666666666,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.06666666666666665,0.03228629329403095,No
8988-ECPJR,Female,1,Yes,Yes,0.4722222222222222,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.6104477611940298,0.3129951179071482,Yes
7570-WELNY,Female,0,Yes,No,0.9444444444444444,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),0.6611940298507463,0.6575914240972736,No
3021-VLNRJ,Female,0,No,Yes,0.6944444444444444,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),0.5228855721393034,0.4004870578481946,No
3776-EKTKM,Female,1,No,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.1810945273631841,0.004196987840825351,Yes
2080-CAZNM,Female,1,No,No,0.5694444444444444,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8572139303482588,0.4759982958732499,No
1028-FFNJK,Male,1,Yes,No,0.41666666666666663,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8283582089552238,0.33594901436993374,No
6907-FLBER,Male,0,No,No,0.013888888888888888,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.35870646766169145,0.006252302873986736,No
3001-UNBTL,Male,1,Yes,Yes,0.40277777777777773,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8527363184079603,0.34137803979366255,No
5982-PSMKW,Female,0,Yes,Yes,0.3194444444444444,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.7248756218905472,0.2531203942520266,No
3507-GASNP,Male,0,No,Yes,0.8333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.01691542288557213,0.13700948784082537,No
7096-ZNBZI,Female,0,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.081592039800995,0.2204426123802506,No
1902-XBTFB,Male,0,No,Yes,0.3055555555555555,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.7079601990049752,0.23046011422254978,Yes
1676-MQAOA,Male,0,No,No,1.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.5656716417910447,0.614447079955785,No
0786-IVLAW,Female,1,No,No,0.9166666666666666,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0.8940298507462686,0.83347918201916,No
7566-DSRLQ,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.9144278606965174,0.9210114222549743,No
0643-OKLRP,Female,1,Yes,No,0.6527777777777778,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.617910447761194,0.4405225221075903,Yes
7245-JMTTQ,Female,0,No,No,0.7083333333333333,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.9278606965174129,0.6566933032424467,No
6050-IJRHS,Female,0,Yes,Yes,0.9722222222222222,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.8781094527363184,0.8517179439941047,No
6202-JVYEU,Male,0,No,No,0.125,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,0.01641791044776117,0.018952652910832722,No
8591-TKMZH,Male,0,Yes,Yes,0.8194444444444444,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,0.9238805970149252,0.7547899778924098,No
0734-OXWBT,Male,0,No,Yes,0.041666666666666664,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,0.5218905472636816,0.025982175755342674,No
4282-ACRXS,Male,1,Yes,No,0.5277777777777778,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.06567164179104479,0.11004859064112013,No
0365-TRTPY,Female,0,No,No,0.5138888888888888,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.7258706467661692,0.389450534266765,No
7349-ALMUX,Male,0,No,No,0.5138888888888888,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),0.47114427860696506,0.26641949152542377,No
9381-NDKME,Female,1,Yes,No,0.3333333333333333,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.22288557213930343,0.10746361459100959,Yes
6502-KUGLL,Female,0,Yes,Yes,0.19444444444444442,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0.4099502487562189,0.08990995762711866,No
1841-YSJGV,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9124378109452737,0.9041543846720709,No
2794-XIMMO,Male,0,Yes,No,0.736111111111111,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.41990049751243785,0.36664632461311725,Yes
8382-SHQEH,Female,0,Yes,No,0.1111111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6631840796019901,0.08807917280766399,Yes
3511-BFTJW,Male,0,Yes,Yes,1.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),0.2014925373134328,0.3181420412675019,No
7668-XCFYV,Female,1,Yes,No,0.2361111111111111,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7393034825870646,0.18592253131908626,No
2983-ZANRP,Female,0,Yes,Yes,0.027777777777777776,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5502487562189055,0.016741893883566693,Yes
7845-URHJN,Female,0,Yes,No,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.018905472636815884,0.017991203021370673,Yes
3034-ZBEQN,Female,0,Yes,No,0.6666666666666666,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,0.16368159203980104,0.18474806558585116,Yes
5018-HEKFO,Female,0,No,No,0.1388888888888889,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.062189054726368154,0.031106070375829038,No
2923-ARZLG,Male,0,Yes,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.014427860696517386,0.0,No
3976-NLDEZ,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.023383084577114438,0.00237196020633751,No
2282-YGNOR,Female,0,No,No,0.40277777777777773,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),0.3955223880597015,0.19971674649963156,No
5336-UFNZP,Female,1,Yes,Yes,0.9027777777777777,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.8875621890547264,0.8114752210759029,No
6854-EXGSF,Female,0,No,No,0.1111111111111111,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.4701492537313433,0.06599461127487105,No
1241-EZFMJ,Male,0,Yes,No,0.8472222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.07164179104477608,0.17716009579955785,No
9233-PSYHO,Female,1,No,No,0.625,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8149253731343283,0.5135178703021371,No
5376-PCKNB,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.8577114427860696,0.8588568533529847,No
8044-BGWPI,Male,0,Yes,Yes,0.16666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.0288557213930348,0.03523972918201917,No
4060-LDNLU,Male,0,No,No,0.09722222222222221,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.7756218905472637,0.07365742446573326,No
3589-PPVKW,Male,0,No,No,0.125,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.2601990049751243,0.040087278924097275,No
8327-LZKAS,Female,1,Yes,No,0.5972222222222222,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.8885572139303483,0.5220500184229919,Yes
5887-IKKYO,Male,0,Yes,Yes,0.8055555555555555,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.7572139303482587,0.6406192428150332,No
1075-BGWOH,Male,1,Yes,No,0.2222222222222222,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8009950248756219,0.18279637988209288,Yes
1755-RMCXH,Male,0,Yes,Yes,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.020398009950248763,0.004634533898305085,No
0302-JOIVN,Female,0,Yes,No,0.1111111111111111,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0.8248756218905472,0.09705462417096537,Yes
3858-XHYJO,Female,0,Yes,No,0.5555555555555556,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0.8706467661691543,0.48689088983050854,No
4299-SIMNS,Male,0,No,No,0.125,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.6258706467661692,0.09032447494473105,No
7025-IWFHT,Male,0,No,No,0.5694444444444444,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,0.7094527363184079,0.4294572126013265,No
6261-LHRTG,Female,0,No,No,0.3611111111111111,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.36318407960199006,0.16199567059690498,No
7841-FCRQD,Female,0,Yes,No,0.4583333333333333,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),0.3532338308457711,0.21385639277818722,No
2056-EVGZL,Male,0,Yes,Yes,0.9444444444444444,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),0.8706467661691543,0.8431397383935152,No
8777-MBMTS,Female,1,Yes,No,0.9027777777777777,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8716417910447761,0.7743989498894621,No
7753-USQYQ,Male,0,No,No,0.7638888888888888,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,0.45721393034825875,0.4176607406042742,No
5366-IJEQJ,Male,0,No,No,0.2777777777777778,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.7009950248756219,0.2028198691967576,Yes
7661-CPURM,Male,0,No,No,0.2638888888888889,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),0.691044776119403,0.19873226787030218,No
6233-HXJMX,Female,0,No,No,0.625,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.7069651741293532,0.48269965917464996,No
5902-WBLSE,Female,0,Yes,Yes,0.9722222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.018905472636815884,0.16249078850405307,No
1981-INRFU,Female,0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6119402985074627,0.018941138540899044,Yes
4971-PUYQO,Female,0,No,No,0.375,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.7592039800995024,0.31372052321296984,Yes
3239-TPHPZ,Female,0,Yes,No,0.16666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,0.01791044776119402,0.030461265659543116,No
5115-GZDEL,Male,0,No,Yes,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.48706467661691544,0.5379168201915991,No
3338-CVVEH,Male,0,No,No,0.16666666666666666,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.7592039800995024,0.13512688835666914,No
8485-GJCDN,Female,1,No,No,0.06944444444444445,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5054726368159204,0.03667326823876198,Yes
2615-YVMYX,Male,1,Yes,No,0.986111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8880597014925372,0.88816668201916,No
2851-STERV,Male,1,No,No,0.4861111111111111,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.5447761194029851,0.28454886698599857,No
4393-GEADV,Male,0,Yes,Yes,0.9722222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.9601990049751244,0.9029914333087695,No
8486-AYEQH,Female,0,No,No,0.4305555555555555,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5751243781094527,0.25651713338246135,No
1527-SXDPN,Male,0,Yes,Yes,0.7222222222222222,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.7761194029850746,0.5745958456153281,Yes
6029-WTIPC,Male,1,No,No,0.5138888888888888,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8243781094527362,0.43110376750184237,Yes
8634-CILSZ,Male,0,No,No,0.9583333333333333,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8601990049751244,0.8313778095062639,Yes
5419-JKZNQ,Male,1,Yes,No,0.41666666666666663,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.5935323383084578,0.2707546518054532,No
2495-KZNFB,Female,0,No,No,0.4583333333333333,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7203980099502488,0.3442336035372145,No
1409-PHXTF,Male,1,Yes,No,0.75,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.9174129353233832,0.6998146186440679,No
4560-WQAQW,Female,0,No,No,0.8194444444444444,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),0.5019900497512438,0.4687442428150332,No
9591-YVTEB,Male,1,No,No,0.7638888888888888,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.2646766169154229,0.2854469878408254,No
9309-BZGNT,Male,1,Yes,No,0.9583333333333333,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),0.11492537313432838,0.24575119749447316,No
4274-DRSQT,Female,0,No,No,0.9166666666666666,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),0.7029850746268657,0.6908737103905676,No
2027-DNKIV,Male,0,Yes,Yes,0.5138888888888888,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,0.4029850746268656,0.2536730840088431,No
8075-GXIUB,Male,1,Yes,No,0.125,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.015920398009950265,0.021088568533529847,No
2885-HIJDH,Male,0,Yes,Yes,0.9583333333333333,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.6830845771144279,0.7132115880619014,No
5424-RLQLC,Male,0,No,No,0.1388888888888889,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.4119402985074626,0.07357106669123067,No
6682-QJDGB,Male,0,No,Yes,0.5555555555555556,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.3681592039800995,0.2463154016212233,Yes
6507-DTJZV,Male,0,No,Yes,0.18055555555555555,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0.4791044776119403,0.09577077192336036,No
8780-IXSTS,Female,0,No,No,0.08333333333333333,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.7149253731343282,0.0600244104642594,Yes
7673-BQGKU,Female,0,Yes,Yes,0.9583333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.018905472636815884,0.15400469786293297,No
6723-WSNTY,Female,1,Yes,No,0.9166666666666666,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.8940298507462686,0.8269562914517319,No
9530-EHPOH,Male,0,No,No,0.15277777777777776,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.3532338308457711,0.07000736919675757,Yes
2725-IWWBA,Male,0,Yes,Yes,0.6388888888888888,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,0.3845771144278607,0.29477938467207077,No
0345-HKJVM,Female,0,No,No,0.08333333333333333,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.7069651741293532,0.06650700073691969,Yes
1061-PNTHC,Female,0,Yes,Yes,0.7777777777777777,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,0.908955223880597,0.6854504421518055,No
0394-YONDK,Male,0,Yes,Yes,0.9722222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.06865671641791044,0.20612449336772296,No
6574-MCOEH,Female,0,Yes,Yes,0.4583333333333333,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.6059701492537314,0.29147476050110543,No
7399-QHBJS,Female,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),0.48258706467661694,0.5481185519528372,No
3049-SOLAY,Female,0,Yes,No,0.041666666666666664,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7656716417910447,0.033719832350773776,Yes
0997-YTLNY,Female,0,No,Yes,0.2638888888888889,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,0.3039800995024875,0.10980678887251291,No
